Date,Area,Animal Crimes,Arson & Explosives,Conspiracy & Miscellaneous,Drug-Related Crimes,Fraud Crimes,Other,Property Crimes,Public Disorder Crimes,Sexual Crimes,Theft Crimes,Violent Crimes,child_crimes,Total Crimes
2013-03-24,South Gate-East Los Angeles,0,0,0,0,1,8,17,11,6,93,79,4,219
2013-03-31,Los Angeles,3,3,0,0,25,65,186,96,27,897,518,17,1837
2013-03-31,San Fernando Valley,0,1,0,0,12,54,161,71,23,664,237,13,1236
2013-03-31,Santa Monica,0,1,0,0,4,7,16,10,3,117,19,1,178
2013-03-31,South Bay Cities,0,1,0,0,0,8,13,12,1,72,54,0,161
2013-03-31,South Gate-East Los Angeles,0,1,0,0,1,5,25,10,0,82,67,3,194
2013-04-07,Los Angeles,0,1,0,0,37,87,208,108,52,867,509,21,1890
2013-04-07,San Fernando Valley,1,1,1,0,20,60,156,71,31,670,204,15,1230
2013-04-07,Santa Monica,0,1,0,0,5,9,20,9,1,108,35,0,188
2013-04-07,South Bay Cities,0,0,0,0,0,3,11,8,5,74,34,0,135
2013-04-07,South Gate-East Los Angeles,1,0,0,0,4,14,17,8,8,90,59,1,202
2013-04-14,Los Angeles,4,3,0,0,35,58,207,106,40,909,478,19,1859
2013-04-14,San Fernando Valley,0,0,0,0,25,51,125,79,23,682,240,8,1233
2013-04-14,Santa Monica,0,0,0,0,6,9,12,6,3,101,22,1,160
2013-04-14,South Bay Cities,0,0,0,0,0,5,22,3,2,75,37,2,146
2013-04-14,South Gate-East Los Angeles,0,0,0,0,2,6,32,20,4,83,90,2,239
2013-04-21,Los Angeles,1,8,0,0,25,90,186,114,40,959,542,14,1979
2013-04-21,San Fernando Valley,2,3,0,0,13,60,120,76,31,654,247,17,1223
2013-04-21,Santa Monica,0,0,0,0,2,6,19,12,3,117,30,0,189
2013-04-21,South Bay Cities,0,1,0,0,1,8,11,11,1,110,35,0,178
2013-04-21,South Gate-East Los Angeles,0,1,0,0,0,7,24,8,4,77,62,3,186
2013-04-28,Los Angeles,2,6,0,0,19,64,196,87,38,869,536,23,1840
2013-04-28,San Fernando Valley,0,3,0,1,16,61,142,59,20,620,241,13,1176
2013-04-28,Santa Monica,0,1,1,0,2,15,13,4,4,106,43,2,191
2013-04-28,South Bay Cities,0,0,0,0,1,9,17,7,3,90,43,3,173
2013-04-28,South Gate-East Los Angeles,0,0,0,0,1,1,25,11,2,75,75,3,193
2013-05-05,Los Angeles,0,4,0,0,45,96,209,108,47,977,572,28,2086
2013-05-05,San Fernando Valley,2,5,0,0,14,69,150,65,30,695,221,10,1261
2013-05-05,Santa Monica,0,0,0,0,4,19,30,12,2,132,34,0,233
2013-05-05,South Bay Cities,0,1,0,0,1,2,22,9,2,103,26,1,167
2013-05-05,South Gate-East Los Angeles,0,0,0,0,2,9,23,13,5,99,60,7,218
2013-05-12,Los Angeles,0,2,0,0,26,65,215,117,42,902,579,13,1961
2013-05-12,San Fernando Valley,1,4,0,0,16,46,118,74,29,675,208,8,1179
2013-05-12,Santa Monica,0,0,0,0,1,8,29,7,4,110,25,1,185
2013-05-12,South Bay Cities,0,0,0,0,3,8,25,13,3,83,38,3,176
2013-05-12,South Gate-East Los Angeles,1,0,0,0,0,7,23,12,3,55,70,3,174
2013-05-19,Los Angeles,2,7,0,0,29,91,191,113,39,908,575,16,1971
2013-05-19,San Fernando Valley,0,0,0,0,19,46,133,67,28,611,242,11,1157
2013-05-19,Santa Monica,0,1,0,0,4,13,25,11,2,114,36,2,208
2013-05-19,South Bay Cities,0,0,0,0,3,4,26,15,5,54,42,2,151
2013-05-19,South Gate-East Los Angeles,1,0,0,0,0,6,23,8,1,78,76,2,195
2013-05-26,Los Angeles,4,4,0,0,28,77,204,89,33,940,548,12,1939
2013-05-26,San Fernando Valley,1,0,0,1,15,53,120,74,22,641,243,16,1186
2013-05-26,Santa Monica,0,0,0,0,2,15,18,8,5,97,39,1,185
2013-05-26,South Bay Cities,0,0,0,0,5,9,17,15,1,93,31,1,172
2013-05-26,South Gate-East Los Angeles,1,0,0,0,0,8,26,12,2,89,70,5,213
2013-06-02,Los Angeles,0,4,0,0,29,85,224,121,53,967,561,36,2080
2013-06-02,San Fernando Valley,1,4,0,0,24,74,133,77,42,711,275,28,1369
2013-06-02,Santa Monica,0,0,0,0,6,12,26,7,5,110,40,2,208
2013-06-02,South Bay Cities,0,0,0,0,3,9,15,10,2,76,36,4,155
2013-06-02,South Gate-East Los Angeles,1,0,0,0,3,10,21,13,4,73,69,9,203
2013-06-09,Los Angeles,0,4,0,0,27,67,196,122,26,924,558,24,1948
2013-06-09,San Fernando Valley,0,2,0,0,20,51,137,66,22,651,226,12,1187
2013-06-09,Santa Monica,0,1,0,0,4,6,11,10,2,114,42,0,190
2013-06-09,South Bay Cities,1,0,0,0,1,9,14,11,0,70,27,3,136
2013-06-09,South Gate-East Los Angeles,0,0,0,0,2,5,26,15,1,63,63,3,178
2013-06-16,Los Angeles,0,2,0,0,36,55,229,116,36,936,548,22,1980
2013-06-16,San Fernando Valley,2,4,0,0,24,62,126,68,18,656,198,11,1169
2013-06-16,Santa Monica,0,4,0,0,4,9,19,3,2,113,27,1,182
2013-06-16,South Bay Cities,0,1,0,0,1,4,17,11,1,91,33,3,162
2013-06-16,South Gate-East Los Angeles,0,0,0,0,2,3,25,8,1,87,58,2,186
2013-06-23,Los Angeles,1,5,0,0,31,77,193,123,16,921,581,23,1971
2013-06-23,San Fernando Valley,2,2,0,1,18,43,134,77,18,687,245,9,1236
2013-06-23,Santa Monica,0,0,0,0,5,14,16,13,2,117,38,0,205
2013-06-23,South Bay Cities,0,0,0,0,3,8,18,22,1,62,33,1,148
2013-06-23,South Gate-East Los Angeles,0,0,0,0,1,6,28,12,1,83,78,2,211
2013-06-30,Los Angeles,0,3,0,0,33,74,229,92,26,915,519,14,1905
2013-06-30,San Fernando Valley,2,5,0,0,25,51,129,62,18,643,255,18,1208
2013-06-30,Santa Monica,0,1,0,0,5,7,13,10,4,108,22,0,170
2013-06-30,South Bay Cities,0,0,0,0,0,4,15,7,1,79,35,1,142
2013-06-30,South Gate-East Los Angeles,1,0,0,0,0,3,17,13,3,67,62,1,167
2013-07-07,Los Angeles,1,2,0,0,36,86,221,97,37,853,610,25,1968
2013-07-07,San Fernando Valley,1,5,0,0,23,68,137,76,41,725,285,21,1382
2013-07-07,Santa Monica,0,0,0,0,2,19,20,17,3,110,26,0,197
2013-07-07,South Bay Cities,0,0,0,0,0,3,16,21,9,86,38,5,178
2013-07-07,South Gate-East Los Angeles,0,1,0,0,1,7,24,11,5,73,102,4,228
2013-07-14,Los Angeles,2,4,0,0,35,61,208,118,33,909,566,13,1949
2013-07-14,San Fernando Valley,1,5,0,0,13,47,135,58,26,649,262,8,1204
2013-07-14,Santa Monica,0,0,0,0,4,11,11,10,4,127,34,1,202
2013-07-14,South Bay Cities,0,0,0,0,2,6,18,11,0,81,24,1,143
2013-07-14,South Gate-East Los Angeles,0,1,0,0,0,2,25,9,1,59,83,3,183
2013-07-21,Los Angeles,2,2,0,0,43,51,219,120,37,922,548,12,1956
2013-07-21,San Fernando Valley,0,1,0,0,11,53,131,69,14,734,259,10,1282
2013-07-21,Santa Monica,0,0,0,0,1,13,31,3,3,101,37,0,189
2013-07-21,South Bay Cities,0,0,0,0,2,4,18,9,0,81,32,1,147
2013-07-21,South Gate-East Los Angeles,0,1,0,0,0,7,33,11,2,74,85,3,216
2013-07-28,Los Angeles,0,1,0,0,31,66,202,90,25,973,523,21,1932
2013-07-28,San Fernando Valley,3,3,0,0,16,48,135,67,21,637,214,12,1156
2013-07-28,Santa Monica,0,1,0,0,3,9,27,10,4,132,25,0,211
2013-07-28,South Bay Cities,0,1,0,0,0,4,18,7,1,81,42,1,155
2013-07-28,South Gate-East Los Angeles,0,2,0,0,2,8,20,13,5,82,62,2,196
2013-08-04,Los Angeles,0,5,0,0,54,71,175,98,42,1033,552,22,2052
2013-08-04,San Fernando Valley,2,5,0,0,23,77,146,58,28,766,237,19,1361
2013-08-04,Santa Monica,0,0,0,0,2,16,19,6,2,102,50,2,199
2013-08-04,South Bay Cities,1,1,0,0,1,10,22,8,6,85,34,1,169
2013-08-04,South Gate-East Los Angeles,0,0,0,0,3,3,21,7,3,85,76,4,202
2013-08-11,Los Angeles,0,3,0,0,55,86,245,105,31,882,537,16,1960
2013-08-11,San Fernando Valley,0,2,0,0,24,46,132,66,26,709,261,8,1274
2013-08-11,Santa Monica,0,0,0,0,5,17,22,6,2,119,27,0,198
2013-08-11,South Bay Cities,0,0,0,0,1,6,25,8,0,73,30,1,144
2013-08-11,South Gate-East Los Angeles,0,0,0,0,2,10,24,10,6,85,65,3,205
2013-08-18,Los Angeles,1,1,1,0,49,60,199,105,44,998,566,23,2047
2013-08-18,San Fernando Valley,3,1,0,0,25,60,132,74,18,736,266,12,1327
2013-08-18,Santa Monica,0,0,0,0,5,13,20,10,5,108,37,0,198
2013-08-18,South Bay Cities,0,1,0,0,0,3,23,18,5,84,33,2,169
2013-08-18,South Gate-East Los Angeles,0,0,0,0,5,8,22,7,4,87,78,1,212
2013-08-25,Los Angeles,2,5,0,0,33,68,225,105,41,1003,555,17,2054
2013-08-25,San Fernando Valley,0,2,0,0,27,57,128,59,19,687,232,11,1222
2013-08-25,Santa Monica,0,1,0,0,2,20,22,14,2,110,40,0,211
2013-08-25,South Bay Cities,0,0,0,0,1,6,24,10,7,75,38,0,161
2013-08-25,South Gate-East Los Angeles,0,0,0,0,2,10,23,13,1,72,89,1,211
2013-09-01,Los Angeles,1,9,1,0,40,78,219,88,54,940,644,15,2089
2013-09-01,San Fernando Valley,2,2,0,0,16,51,157,72,27,699,257,11,1294
2013-09-01,Santa Monica,0,1,0,0,4,19,17,6,3,124,39,0,213
2013-09-01,South Bay Cities,0,0,0,0,2,12,21,15,6,102,46,1,205
2013-09-01,South Gate-East Los Angeles,0,0,0,0,0,2,25,5,4,85,81,3,205
2013-09-08,Los Angeles,1,3,0,0,38,89,223,113,51,994,577,25,2114
2013-09-08,San Fernando Valley,3,3,0,0,21,61,137,72,41,717,264,14,1333
2013-09-08,Santa Monica,0,0,0,0,5,23,35,13,3,128,29,4,240
2013-09-08,South Bay Cities,0,0,0,0,1,6,22,5,4,94,52,3,187
2013-09-08,South Gate-East Los Angeles,1,1,0,0,2,11,38,12,3,61,77,4,210
2013-09-15,Los Angeles,1,3,0,0,25,79,204,101,36,945,550,18,1962
2013-09-15,San Fernando Valley,2,1,0,0,28,70,124,77,20,688,249,11,1270
2013-09-15,Santa Monica,0,0,0,0,4,12,23,6,3,114,34,0,196
2013-09-15,South Bay Cities,0,1,0,0,1,6,26,14,3,94,24,1,170
2013-09-15,South Gate-East Los Angeles,1,0,0,0,3,5,26,8,3,77,59,4,186
2013-09-22,Los Angeles,2,7,1,1,24,78,192,89,28,942,495,13,1872
2013-09-22,San Fernando Valley,0,2,0,0,24,44,148,80,23,675,243,14,1253
2013-09-22,Santa Monica,0,1,0,0,3,13,20,5,2,122,27,0,193
2013-09-22,South Bay Cities,0,0,0,0,1,2,17,11,1,112,31,2,177
2013-09-22,South Gate-East Los Angeles,0,0,0,0,3,9,36,7,4,74,79,1,213
2013-09-29,Los Angeles,0,7,0,0,35,63,188,98,33,967,497,13,1901
2013-09-29,San Fernando Valley,2,5,1,0,18,55,111,60,22,666,227,11,1178
2013-09-29,Santa Monica,0,1,0,0,3,17,8,6,0,126,28,0,189
2013-09-29,South Bay Cities,2,1,0,0,4,2,18,9,0,92,35,1,164
2013-09-29,South Gate-East Los Angeles,0,1,0,0,1,8,24,11,2,66,69,0,182
2013-10-06,Los Angeles,1,2,0,0,34,101,214,97,42,1011,513,13,2028
2013-10-06,San Fernando Valley,1,2,0,0,23,50,144,81,33,718,231,16,1299
2013-10-06,Santa Monica,0,0,0,0,6,10,16,9,1,123,36,4,205
2013-10-06,South Bay Cities,0,0,0,0,3,7,18,9,1,101,33,0,172
2013-10-06,South Gate-East Los Angeles,0,1,0,0,2,10,20,10,1,79,65,4,192
2013-10-13,Los Angeles,0,1,0,0,34,69,181,93,40,906,473,11,1808
2013-10-13,San Fernando Valley,4,1,0,0,18,40,117,58,37,662,209,7,1153
2013-10-13,Santa Monica,0,1,0,0,4,14,18,11,2,130,27,0,207
2013-10-13,South Bay Cities,0,2,0,0,1,5,27,9,0,83,26,1,154
2013-10-13,South Gate-East Los Angeles,0,0,0,0,2,4,14,15,4,71,75,7,192
2013-10-20,Los Angeles,0,3,0,0,30,70,193,98,37,903,543,14,1891
2013-10-20,San Fernando Valley,1,3,0,0,17,56,128,54,26,727,236,14,1262
2013-10-20,Santa Monica,0,0,0,0,4,10,17,3,3,122,28,2,189
2013-10-20,South Bay Cities,0,0,0,0,1,7,15,6,1,85,28,2,145
2013-10-20,South Gate-East Los Angeles,0,0,0,0,2,11,27,13,4,69,65,4,195
2013-10-27,Los Angeles,1,8,0,0,32,78,173,95,39,941,512,21,1900
2013-10-27,San Fernando Valley,0,5,0,0,14,51,142,69,21,681,227,5,1215
2013-10-27,Santa Monica,1,0,0,0,3,12,13,7,2,132,38,0,208
2013-10-27,South Bay Cities,0,0,0,0,0,5,14,9,1,96,40,2,167
2013-10-27,South Gate-East Los Angeles,0,0,0,0,3,16,28,19,2,72,75,4,219
2013-11-03,Los Angeles,1,6,0,0,41,80,211,121,54,1040,501,21,2076
2013-11-03,San Fernando Valley,0,1,0,0,23,49,149,69,25,699,255,10,1280
2013-11-03,Santa Monica,0,2,0,0,0,16,20,6,3,116,39,3,205
2013-11-03,South Bay Cities,0,0,0,0,1,6,30,8,3,91,25,0,164
2013-11-03,South Gate-East Los Angeles,3,1,0,0,1,3,26,14,3,68,64,4,187
2013-11-10,Los Angeles,2,5,0,0,31,76,192,111,35,902,458,12,1824
2013-11-10,San Fernando Valley,0,4,0,0,17,49,134,83,20,623,209,5,1144
2013-11-10,Santa Monica,0,0,0,0,2,11,14,13,7,145,36,0,228
2013-11-10,South Bay Cities,1,0,0,0,2,8,12,10,0,64,38,2,137
2013-11-10,South Gate-East Los Angeles,0,0,0,0,1,6,20,6,2,63,70,4,172
2013-11-17,Los Angeles,0,4,1,0,31,94,175,110,40,887,507,17,1866
2013-11-17,San Fernando Valley,0,1,0,0,10,51,140,59,26,716,221,6,1230
2013-11-17,Santa Monica,0,1,0,0,6,22,19,12,3,114,36,2,215
2013-11-17,South Bay Cities,1,1,0,0,2,13,15,10,2,87,30,4,165
2013-11-17,South Gate-East Los Angeles,1,0,0,0,1,6,25,10,1,65,61,7,177
2013-11-24,Los Angeles,0,6,0,0,29,67,200,74,35,880,433,15,1739
2013-11-24,San Fernando Valley,1,5,0,0,16,35,137,58,20,660,170,13,1115
2013-11-24,Santa Monica,0,0,0,0,2,17,21,5,2,110,28,0,185
2013-11-24,South Bay Cities,1,0,0,0,1,2,18,10,1,68,39,0,140
2013-11-24,South Gate-East Los Angeles,0,1,0,0,3,11,21,8,1,92,82,1,220
2013-12-01,Los Angeles,0,3,0,0,20,79,169,89,24,873,497,8,1762
2013-12-01,San Fernando Valley,1,4,2,0,17,41,135,46,14,639,182,4,1085
2013-12-01,Santa Monica,0,1,0,0,2,15,31,12,1,120,29,1,212
2013-12-01,South Bay Cities,0,0,0,0,0,3,22,10,1,77,37,0,150
2013-12-01,South Gate-East Los Angeles,0,1,0,0,1,8,24,1,2,75,51,5,168
2013-12-08,Los Angeles,0,5,0,0,43,75,167,72,33,948,413,21,1777
2013-12-08,San Fernando Valley,0,0,0,0,21,47,109,57,22,781,171,11,1219
2013-12-08,Santa Monica,0,0,0,0,3,18,27,8,2,124,27,4,213
2013-12-08,South Bay Cities,0,0,0,0,0,12,18,12,3,88,35,0,168
2013-12-08,South Gate-East Los Angeles,0,0,0,0,4,6,12,8,2,80,81,5,198
2013-12-15,Los Angeles,0,7,0,0,28,59,201,84,19,912,455,7,1772
2013-12-15,San Fernando Valley,0,3,0,0,20,44,113,60,17,652,192,5,1106
2013-12-15,Santa Monica,0,0,0,0,3,17,24,3,1,93,27,0,168
2013-12-15,South Bay Cities,0,0,0,0,2,1,20,10,2,70,21,3,129
2013-12-15,South Gate-East Los Angeles,0,0,0,0,2,4,18,8,2,63,71,2,170
2013-12-22,Los Angeles,1,5,0,0,41,64,186,76,31,998,532,19,1953
2013-12-22,San Fernando Valley,0,1,0,0,19,40,118,76,17,660,194,8,1133
2013-12-22,Santa Monica,0,0,0,0,1,14,19,6,3,116,25,1,185
2013-12-22,South Bay Cities,0,0,0,0,0,4,23,6,1,93,31,0,158
2013-12-22,South Gate-East Los Angeles,0,0,0,0,2,3,16,8,3,79,59,4,174
2013-12-29,Los Angeles,0,4,0,0,25,69,183,86,38,759,493,14,1671
2013-12-29,San Fernando Valley,1,1,0,0,22,47,129,62,10,632,181,8,1093
2013-12-29,Santa Monica,0,0,0,0,2,4,22,7,1,112,26,0,174
2013-12-29,South Bay Cities,0,0,0,0,0,1,23,8,1,112,34,0,179
2013-12-29,South Gate-East Los Angeles,0,0,0,0,2,4,21,5,2,60,70,6,170
2014-01-05,Los Angeles,3,5,0,0,35,96,188,83,132,1131,521,91,2285
2014-01-05,San Fernando Valley,0,1,0,0,20,78,150,78,95,933,265,65,1685
2014-01-05,Santa Monica,0,0,0,0,4,21,21,11,6,144,29,1,237
2014-01-05,South Bay Cities,0,0,0,0,1,10,34,5,4,105,39,10,208
2014-01-05,South Gate-East Los Angeles,1,1,0,0,1,10,15,14,18,93,82,16,251
2014-01-12,Los Angeles,1,4,0,0,38,51,195,84,29,819,425,12,1658
2014-01-12,San Fernando Valley,0,2,0,0,18,51,124,55,20,648,174,7,1099
2014-01-12,Santa Monica,0,0,0,0,2,12,10,14,2,104,19,0,163
2014-01-12,South Bay Cities,0,1,0,0,1,5,26,9,1,80,30,0,153
2014-01-12,South Gate-East Los Angeles,0,0,0,0,5,10,18,6,2,62,49,1,153
2014-01-19,Los Angeles,2,4,0,0,33,74,181,100,36,920,481,8,1839
2014-01-19,San Fernando Valley,3,1,2,0,30,45,122,77,15,641,206,10,1152
2014-01-19,Santa Monica,0,0,0,0,4,18,19,10,2,119,21,0,193
2014-01-19,South Bay Cities,0,1,0,0,0,9,17,9,3,70,28,1,138
2014-01-19,South Gate-East Los Angeles,0,1,0,0,3,5,16,6,2,68,75,1,177
2014-01-26,Los Angeles,2,2,0,0,26,81,243,86,25,886,470,17,1838
2014-01-26,San Fernando Valley,1,1,0,0,17,56,135,66,25,610,184,6,1101
2014-01-26,Santa Monica,0,0,0,0,2,15,24,6,1,111,24,0,183
2014-01-26,South Bay Cities,0,1,0,0,0,6,17,12,3,70,35,1,145
2014-01-26,South Gate-East Los Angeles,0,2,0,0,3,7,21,5,2,79,60,0,179
2014-02-02,Los Angeles,0,1,0,0,37,76,210,112,53,988,456,28,1961
2014-02-02,San Fernando Valley,0,0,0,0,17,51,117,82,24,689,213,18,1211
2014-02-02,Santa Monica,0,1,0,0,3,16,15,9,5,144,29,2,224
2014-02-02,South Bay Cities,0,1,0,0,2,8,18,11,3,83,39,0,165
2014-02-02,South Gate-East Los Angeles,0,1,0,0,1,5,22,10,6,90,58,2,195
2014-02-09,Los Angeles,2,0,0,0,24,85,179,102,34,859,465,13,1763
2014-02-09,San Fernando Valley,1,4,0,0,15,42,121,48,25,610,227,10,1103
2014-02-09,Santa Monica,0,0,0,0,4,16,18,11,9,125,26,0,209
2014-02-09,South Bay Cities,0,0,0,0,0,2,15,4,2,89,38,0,150
2014-02-09,South Gate-East Los Angeles,0,0,0,0,4,4,12,5,4,62,34,2,127
2014-02-16,Los Angeles,3,5,0,0,24,79,199,100,41,855,426,6,1738
2014-02-16,San Fernando Valley,0,2,0,0,17,52,130,63,22,577,226,10,1099
2014-02-16,Santa Monica,1,0,0,0,1,14,21,7,1,120,25,2,192
2014-02-16,South Bay Cities,0,0,0,0,1,3,27,4,4,73,23,2,137
2014-02-16,South Gate-East Los Angeles,0,0,0,0,2,4,18,7,1,72,71,3,178
2014-02-23,Los Angeles,3,3,0,0,29,80,179,88,33,866,491,13,1785
2014-02-23,San Fernando Valley,2,3,0,1,20,38,132,79,18,581,245,12,1131
2014-02-23,Santa Monica,0,0,0,0,3,18,12,12,4,125,41,1,216
2014-02-23,South Bay Cities,0,0,0,0,0,6,15,7,4,56,27,1,116
2014-02-23,South Gate-East Los Angeles,0,1,0,0,0,8,22,8,2,71,64,3,179
2014-03-02,Los Angeles,2,6,0,0,24,85,194,105,48,869,452,23,1808
2014-03-02,San Fernando Valley,1,1,0,0,17,54,118,79,29,702,216,14,1231
2014-03-02,Santa Monica,0,0,0,0,2,17,25,3,2,135,35,3,222
2014-03-02,South Bay Cities,0,0,0,0,2,4,21,8,5,60,30,2,132
2014-03-02,South Gate-East Los Angeles,0,0,0,0,1,13,18,11,2,77,61,3,186
2014-03-09,Los Angeles,3,4,0,0,31,72,207,103,47,819,474,15,1775
2014-03-09,San Fernando Valley,1,0,0,0,14,44,137,69,25,605,238,16,1149
2014-03-09,Santa Monica,0,0,0,0,1,16,25,11,1,117,37,4,212
2014-03-09,South Bay Cities,0,1,0,0,0,4,16,18,1,65,35,2,142
2014-03-09,South Gate-East Los Angeles,0,0,0,0,3,4,11,13,4,68,64,2,169
2014-03-16,Los Angeles,3,3,0,0,24,67,224,106,49,799,519,15,1809
2014-03-16,San Fernando Valley,2,1,0,0,19,51,127,70,31,638,242,5,1186
2014-03-16,Santa Monica,0,1,0,0,0,13,20,9,3,115,34,0,195
2014-03-16,South Bay Cities,0,0,0,0,0,8,15,9,1,65,44,3,145
2014-03-16,South Gate-East Los Angeles,0,0,0,0,1,5,18,9,1,77,69,3,183
2014-03-23,Los Angeles,0,1,0,0,16,75,194,96,36,800,555,14,1787
2014-03-23,San Fernando Valley,0,2,0,0,24,42,132,61,22,616,235,8,1142
2014-03-23,Santa Monica,0,0,0,0,6,12,21,6,2,118,38,0,203
2014-03-23,South Bay Cities,0,1,0,0,2,2,19,7,1,67,43,3,145
2014-03-23,South Gate-East Los Angeles,1,2,0,0,0,8,22,3,1,48,67,2,154
2014-03-30,Los Angeles,0,6,0,0,27,75,243,86,35,829,512,12,1825
2014-03-30,San Fernando Valley,0,1,0,0,14,73,115,70,37,633,199,8,1150
2014-03-30,Santa Monica,2,3,0,0,4,19,21,11,1,108,27,0,196
2014-03-30,South Bay Cities,0,0,0,0,1,8,21,17,4,75,24,3,153
2014-03-30,South Gate-East Los Angeles,0,0,0,0,1,7,30,9,2,51,71,4,175
2014-04-06,Los Angeles,2,8,0,0,23,67,200,95,50,956,526,20,1947
2014-04-06,San Fernando Valley,2,3,0,0,29,46,128,78,37,699,177,14,1213
2014-04-06,Santa Monica,1,0,0,0,5,12,31,7,1,120,37,0,214
2014-04-06,South Bay Cities,0,1,0,0,3,9,23,10,5,80,40,1,172
2014-04-06,South Gate-East Los Angeles,0,0,0,0,3,8,23,15,5,71,63,1,189
2014-04-13,Los Angeles,1,5,0,0,30,70,217,112,28,835,534,16,1848
2014-04-13,San Fernando Valley,1,1,0,0,20,48,132,64,18,575,224,11,1094
2014-04-13,Santa Monica,0,0,0,0,2,12,19,12,2,113,33,0,193
2014-04-13,South Bay Cities,0,0,0,0,1,9,16,11,1,67,41,2,148
2014-04-13,South Gate-East Los Angeles,0,0,0,0,4,8,22,14,1,84,72,3,208
2014-04-20,Los Angeles,2,4,0,0,25,80,212,97,27,865,500,11,1823
2014-04-20,San Fernando Valley,1,1,0,0,16,30,146,58,17,687,240,14,1210
2014-04-20,Santa Monica,0,2,0,0,1,8,24,11,3,112,32,0,193
2014-04-20,South Bay Cities,1,1,0,0,1,6,19,7,2,61,34,1,133
2014-04-20,South Gate-East Los Angeles,0,0,0,0,1,10,23,16,5,73,73,3,204
2014-04-27,Los Angeles,2,3,0,0,32,64,192,87,41,867,558,14,1860
2014-04-27,San Fernando Valley,0,3,0,0,14,62,120,71,25,621,228,9,1153
2014-04-27,Santa Monica,0,1,0,0,4,12,28,6,1,109,33,0,194
2014-04-27,South Bay Cities,0,0,0,0,0,3,12,5,5,78,35,2,140
2014-04-27,South Gate-East Los Angeles,0,0,0,0,1,2,29,8,4,85,72,4,205
2014-05-04,Los Angeles,2,2,0,0,21,94,232,97,48,929,631,23,2079
2014-05-04,San Fernando Valley,1,5,0,0,16,73,125,65,31,750,285,18,1369
2014-05-04,Santa Monica,0,0,0,0,3,15,22,9,2,139,40,0,230
2014-05-04,South Bay Cities,1,1,0,0,2,8,18,13,7,99,51,2,202
2014-05-04,South Gate-East Los Angeles,0,0,0,0,1,6,16,12,4,94,72,1,206
2014-05-11,Los Angeles,1,4,0,0,21,74,201,107,41,857,539,10,1855
2014-05-11,San Fernando Valley,0,4,0,0,14,44,133,70,23,606,256,12,1162
2014-05-11,Santa Monica,0,1,0,0,1,14,15,4,4,127,29,1,196
2014-05-11,South Bay Cities,0,0,0,0,2,2,15,10,4,83,38,1,155
2014-05-11,South Gate-East Los Angeles,0,0,0,0,1,8,33,18,4,69,76,3,212
2014-05-18,Los Angeles,1,8,0,0,27,76,243,101,46,870,612,12,1996
2014-05-18,San Fernando Valley,0,3,0,3,19,51,126,67,33,571,281,3,1157
2014-05-18,Santa Monica,0,1,0,0,2,18,25,2,5,114,29,0,196
2014-05-18,South Bay Cities,0,0,0,0,0,3,21,17,2,76,41,4,164
2014-05-18,South Gate-East Los Angeles,0,0,0,0,0,7,29,11,10,96,77,6,236
2014-05-25,Los Angeles,2,3,1,0,16,63,225,114,41,904,582,10,1961
2014-05-25,San Fernando Valley,3,2,0,0,29,48,115,50,15,679,217,15,1173
2014-05-25,Santa Monica,0,0,0,0,5,19,26,14,3,120,37,0,224
2014-05-25,South Bay Cities,0,1,0,0,0,10,13,6,1,73,40,0,144
2014-05-25,South Gate-East Los Angeles,2,1,0,0,2,12,32,16,1,90,79,2,237
2014-06-01,Los Angeles,3,5,0,0,23,55,202,129,36,913,626,7,1999
2014-06-01,San Fernando Valley,0,2,0,0,25,53,136,66,25,563,251,7,1128
2014-06-01,Santa Monica,0,0,0,0,3,18,23,7,6,107,30,2,196
2014-06-01,South Bay Cities,0,0,0,0,2,4,15,11,1,77,41,3,154
2014-06-01,South Gate-East Los Angeles,1,0,0,0,2,11,16,10,1,89,83,5,218
2014-06-08,Los Angeles,2,9,0,0,26,87,213,102,54,1000,586,39,2118
2014-06-08,San Fernando Valley,2,3,0,0,28,64,158,93,52,620,267,30,1317
2014-06-08,Santa Monica,0,0,0,0,0,22,36,7,4,111,28,2,210
2014-06-08,South Bay Cities,1,0,0,0,3,3,16,16,6,87,31,5,168
2014-06-08,South Gate-East Los Angeles,0,0,0,0,1,9,20,20,8,88,103,5,254
2014-06-15,Los Angeles,1,7,0,0,30,65,246,90,42,912,579,17,1989
2014-06-15,San Fernando Valley,3,4,0,0,19,45,125,67,24,643,216,7,1153
2014-06-15,Santa Monica,1,1,0,0,2,9,23,10,1,90,26,0,163
2014-06-15,South Bay Cities,0,0,0,0,2,1,27,6,4,72,24,2,138
2014-06-15,South Gate-East Los Angeles,1,0,0,0,0,8,23,11,3,71,83,2,202
2014-06-22,Los Angeles,1,4,1,0,24,84,217,124,28,921,626,18,2048
2014-06-22,San Fernando Valley,1,0,0,0,38,57,155,72,30,600,274,4,1231
2014-06-22,Santa Monica,0,0,0,0,4,16,27,12,6,120,44,0,229
2014-06-22,South Bay Cities,0,0,0,0,2,8,21,11,2,75,40,0,159
2014-06-22,South Gate-East Los Angeles,1,1,0,0,4,5,20,19,1,58,82,2,193
2014-06-29,Los Angeles,2,4,0,0,15,57,236,94,41,893,640,17,1999
2014-06-29,San Fernando Valley,0,1,1,0,20,36,133,67,25,616,265,7,1171
