Date,Area,Animal Crimes,Arson & Explosives,Conspiracy & Miscellaneous,Drug-Related Crimes,Fraud Crimes,Other,Property Crimes,Public Disorder Crimes,Sexual Crimes,Theft Crimes,Violent Crimes,child_crimes,Total Crimes
2010-01-03,Los Angeles,1,2,0,0,10,59,71,32,110,770,250,121,1426
2010-01-03,San Fernando Valley,0,0,0,0,7,57,62,35,63,654,137,92,1107
2010-01-03,Santa Monica,0,0,0,0,0,2,4,2,8,49,18,2,85
2010-01-03,South Bay Cities,0,0,0,0,1,4,8,2,14,74,13,17,133
2010-01-03,South Gate-East Los Angeles,0,0,0,0,0,5,3,8,19,66,26,11,138
2010-01-10,Los Angeles,1,6,0,0,29,98,236,125,26,942,517,19,1999
2010-01-10,San Fernando Valley,2,2,1,0,27,62,154,87,19,747,271,10,1382
2010-01-10,Santa Monica,0,1,0,0,5,11,14,7,8,121,32,3,202
2010-01-10,South Bay Cities,0,1,0,0,1,9,20,17,0,81,39,0,168
2010-01-10,South Gate-East Los Angeles,2,0,0,0,3,5,25,15,2,73,85,3,213
2010-01-17,Los Angeles,2,10,1,0,26,121,194,108,33,959,595,29,2078
2010-01-17,San Fernando Valley,1,2,0,0,24,80,159,76,23,885,255,16,1521
2010-01-17,Santa Monica,0,0,0,0,3,14,22,6,2,130,32,1,210
2010-01-17,South Bay Cities,0,2,0,0,0,7,22,14,1,105,36,5,192
2010-01-17,South Gate-East Los Angeles,1,0,0,0,2,5,15,15,3,93,92,0,226
2010-01-24,Los Angeles,0,5,0,0,22,96,190,92,40,920,535,11,1911
2010-01-24,San Fernando Valley,1,2,0,0,23,51,146,46,14,765,259,12,1319
2010-01-24,Santa Monica,1,0,0,0,4,24,18,8,4,117,32,0,208
2010-01-24,South Bay Cities,0,1,0,0,2,9,14,14,2,111,36,3,192
2010-01-24,South Gate-East Los Angeles,0,0,0,0,2,5,13,6,1,80,62,3,172
2010-01-31,Los Angeles,1,5,0,1,30,91,204,101,45,918,609,22,2027
2010-01-31,San Fernando Valley,1,4,0,1,25,50,158,86,21,753,287,12,1398
2010-01-31,Santa Monica,0,1,0,0,1,20,21,9,3,130,43,2,230
2010-01-31,South Bay Cities,0,0,0,0,8,16,22,13,2,84,33,1,179
2010-01-31,South Gate-East Los Angeles,0,0,0,0,2,4,22,8,1,92,90,5,224
2010-02-07,Los Angeles,1,7,0,0,32,120,201,119,44,1011,613,34,2182
2010-02-07,San Fernando Valley,1,2,0,0,18,79,182,75,25,827,251,19,1479
2010-02-07,Santa Monica,0,0,0,0,3,20,30,10,5,124,42,2,236
2010-02-07,South Bay Cities,1,1,0,0,5,9,27,18,4,79,58,4,206
2010-02-07,South Gate-East Los Angeles,2,0,0,0,1,6,18,5,2,84,68,4,190
2010-02-14,Los Angeles,3,1,0,0,28,84,207,130,34,901,549,13,1950
2010-02-14,San Fernando Valley,3,6,0,0,27,65,177,72,21,777,271,11,1430
2010-02-14,Santa Monica,0,1,0,0,0,8,20,10,0,109,41,0,189
2010-02-14,South Bay Cities,0,0,0,0,1,6,18,14,0,83,39,1,162
2010-02-14,South Gate-East Los Angeles,0,0,0,0,2,9,18,8,1,63,73,3,177
2010-02-21,Los Angeles,1,7,0,0,28,94,214,106,33,870,627,16,1996
2010-02-21,San Fernando Valley,0,1,0,0,23,58,143,84,18,750,287,22,1386
2010-02-21,Santa Monica,0,0,0,0,1,11,27,9,2,102,31,0,183
2010-02-21,South Bay Cities,0,0,0,0,1,12,16,16,2,85,36,1,169
2010-02-21,South Gate-East Los Angeles,0,0,0,0,2,4,25,5,4,73,67,1,181
2010-02-28,Los Angeles,2,3,0,0,34,86,193,112,35,908,587,23,1983
2010-02-28,San Fernando Valley,3,4,0,0,20,75,163,71,23,739,279,14,1391
2010-02-28,Santa Monica,1,1,0,0,0,13,18,8,1,107,38,1,188
2010-02-28,South Bay Cities,0,0,0,0,0,6,19,15,1,113,38,0,192
2010-02-28,South Gate-East Los Angeles,0,0,0,0,1,7,23,8,2,71,66,2,180
2010-03-07,Los Angeles,2,4,0,0,36,122,212,115,44,938,537,32,2042
2010-03-07,San Fernando Valley,1,2,0,0,18,88,167,84,23,843,245,24,1495
2010-03-07,Santa Monica,0,0,0,0,3,21,27,8,3,120,36,1,219
2010-03-07,South Bay Cities,0,1,0,0,5,18,21,8,4,95,36,6,194
2010-03-07,South Gate-East Los Angeles,0,1,0,0,1,6,20,8,4,73,75,12,200
2010-03-14,Los Angeles,3,1,0,0,27,117,240,106,33,978,550,28,2083
2010-03-14,San Fernando Valley,2,4,0,0,27,62,182,88,20,735,261,17,1398
2010-03-14,Santa Monica,0,0,0,0,1,17,30,14,3,124,43,0,232
2010-03-14,South Bay Cities,0,1,0,0,2,7,31,10,0,98,39,6,194
2010-03-14,South Gate-East Los Angeles,0,0,0,0,0,4,25,9,0,82,69,6,195
2010-03-21,Los Angeles,1,5,0,0,38,104,236,140,36,872,618,20,2070
2010-03-21,San Fernando Valley,1,2,0,0,18,82,182,97,23,707,277,25,1414
2010-03-21,Santa Monica,0,2,0,0,1,16,31,13,7,105,36,1,212
2010-03-21,South Bay Cities,0,0,0,0,2,9,20,12,0,93,37,1,174
2010-03-21,South Gate-East Los Angeles,0,0,0,0,2,10,21,13,1,85,80,2,214
2010-03-28,Los Angeles,3,7,0,0,26,82,205,125,31,935,653,15,2082
2010-03-28,San Fernando Valley,3,0,0,0,14,51,172,89,27,685,262,16,1319
2010-03-28,Santa Monica,0,2,0,0,0,13,22,8,2,116,37,2,202
2010-03-28,South Bay Cities,0,0,0,0,2,3,22,12,5,108,47,5,204
2010-03-28,South Gate-East Los Angeles,0,2,0,0,5,6,24,19,5,93,86,1,241
2010-04-04,Los Angeles,2,3,0,0,32,108,202,119,53,995,601,36,2151
2010-04-04,San Fernando Valley,4,5,0,0,23,79,150,70,27,781,284,31,1454
2010-04-04,Santa Monica,0,0,0,0,4,16,24,8,1,129,48,2,232
2010-04-04,South Bay Cities,1,0,0,0,0,4,43,11,3,90,36,4,192
2010-04-04,South Gate-East Los Angeles,0,0,0,0,4,8,22,15,4,85,95,7,240
2010-04-11,Los Angeles,3,6,1,0,33,107,228,142,32,937,573,25,2087
2010-04-11,San Fernando Valley,0,4,0,0,23,68,149,88,20,700,246,20,1318
2010-04-11,Santa Monica,1,1,0,0,2,21,25,9,3,139,40,1,242
2010-04-11,South Bay Cities,1,0,0,0,1,9,20,12,1,91,40,1,176
2010-04-11,South Gate-East Los Angeles,0,1,0,0,3,12,36,12,4,70,85,6,229
2010-04-18,Los Angeles,5,0,0,0,39,79,240,115,43,961,614,18,2114
2010-04-18,San Fernando Valley,1,0,0,0,15,67,170,72,29,755,283,6,1398
2010-04-18,Santa Monica,0,1,0,0,6,28,35,5,1,125,25,0,226
2010-04-18,South Bay Cities,0,0,0,0,0,7,23,11,3,90,42,3,179
2010-04-18,South Gate-East Los Angeles,0,0,0,0,2,3,18,5,2,77,97,4,208
2010-04-25,Los Angeles,3,6,0,0,27,71,201,122,36,918,611,22,2017
2010-04-25,San Fernando Valley,3,5,0,0,26,70,150,73,28,756,296,13,1420
2010-04-25,Santa Monica,0,0,0,0,3,15,17,3,5,122,22,1,188
2010-04-25,South Bay Cities,0,0,0,0,3,9,25,13,3,94,49,6,202
2010-04-25,South Gate-East Los Angeles,1,1,1,0,1,7,26,14,2,86,93,2,234
2010-05-02,Los Angeles,2,6,0,0,28,129,219,128,43,990,609,34,2188
2010-05-02,San Fernando Valley,0,4,0,0,26,81,170,106,28,854,329,20,1618
2010-05-02,Santa Monica,0,0,0,0,1,17,11,9,0,99,27,0,164
2010-05-02,South Bay Cities,0,1,0,0,3,5,25,13,4,86,39,4,180
2010-05-02,South Gate-East Los Angeles,0,1,0,0,2,8,32,11,2,118,91,4,269
2010-05-09,Los Angeles,3,4,0,0,36,110,223,104,33,898,617,21,2049
2010-05-09,San Fernando Valley,2,3,0,0,22,53,142,76,16,705,325,17,1361
2010-05-09,Santa Monica,0,1,1,0,4,13,34,16,2,124,43,0,238
2010-05-09,South Bay Cities,0,0,0,0,5,5,26,8,3,67,45,0,159
2010-05-09,South Gate-East Los Angeles,0,0,0,0,4,5,14,17,0,77,83,3,203
2010-05-16,Los Angeles,1,8,0,0,18,112,213,116,35,879,642,20,2044
2010-05-16,San Fernando Valley,2,2,0,0,7,58,159,96,23,747,298,17,1409
2010-05-16,Santa Monica,0,3,0,0,4,16,16,10,3,124,34,1,211
2010-05-16,South Bay Cities,0,1,0,0,0,12,21,18,1,89,42,4,188
2010-05-16,South Gate-East Los Angeles,0,2,0,0,1,11,11,8,8,63,84,2,190
2010-05-23,Los Angeles,2,3,0,0,21,80,210,111,37,848,577,24,1913
2010-05-23,San Fernando Valley,2,3,0,0,22,73,136,75,24,723,268,15,1341
2010-05-23,Santa Monica,0,1,0,0,4,14,22,8,5,139,26,1,220
2010-05-23,South Bay Cities,0,0,0,0,0,9,15,16,5,93,36,1,175
2010-05-23,South Gate-East Los Angeles,0,0,0,0,1,4,27,17,1,75,92,4,221
2010-05-30,Los Angeles,4,7,0,0,19,94,203,114,41,848,593,14,1937
2010-05-30,San Fernando Valley,1,1,0,0,16,62,139,73,22,723,249,15,1301
2010-05-30,Santa Monica,0,3,0,0,2,9,17,5,3,118,34,2,193
2010-05-30,South Bay Cities,0,0,0,0,3,5,32,8,0,104,55,5,212
2010-05-30,South Gate-East Los Angeles,1,0,0,0,5,4,20,13,3,73,90,2,211
2010-06-06,Los Angeles,3,5,0,0,27,112,216,110,56,902,671,73,2175
2010-06-06,San Fernando Valley,2,0,0,0,23,89,172,104,54,733,337,31,1545
2010-06-06,Santa Monica,0,0,0,0,3,18,18,11,2,143,49,3,247
2010-06-06,South Bay Cities,0,0,0,0,1,12,36,8,2,81,52,6,198
2010-06-06,South Gate-East Los Angeles,0,1,1,0,2,12,19,16,5,73,98,16,243
2010-06-13,Los Angeles,4,2,0,0,37,75,219,119,39,835,635,24,1989
2010-06-13,San Fernando Valley,1,4,0,0,28,58,158,90,30,666,304,16,1355
2010-06-13,Santa Monica,0,2,0,0,0,22,17,5,5,116,27,3,197
2010-06-13,South Bay Cities,0,0,0,0,1,6,12,12,0,84,49,4,168
2010-06-13,South Gate-East Los Angeles,0,0,0,0,0,4,21,8,1,82,74,4,194
2010-06-20,Los Angeles,1,6,1,0,21,86,267,142,33,922,660,26,2165
2010-06-20,San Fernando Valley,1,2,0,0,16,48,167,80,36,696,293,18,1357
2010-06-20,Santa Monica,1,1,0,0,3,13,18,6,5,123,40,0,210
2010-06-20,South Bay Cities,0,1,0,0,3,6,26,10,1,84,37,3,171
2010-06-20,South Gate-East Los Angeles,0,0,0,0,2,6,16,16,0,72,95,0,207
2010-06-27,Los Angeles,2,6,0,0,26,123,229,106,41,949,639,24,2145
2010-06-27,San Fernando Valley,2,4,0,0,24,51,142,101,20,681,294,10,1329
2010-06-27,Santa Monica,0,0,0,0,2,22,26,5,4,112,43,2,216
2010-06-27,South Bay Cities,0,1,0,0,1,7,21,17,1,103,43,2,196
2010-06-27,South Gate-East Los Angeles,0,0,0,0,3,7,26,15,2,86,109,1,249
2010-07-04,Los Angeles,1,4,0,0,26,118,227,140,56,945,562,44,2123
2010-07-04,San Fernando Valley,2,3,0,0,33,78,161,70,32,769,280,22,1450
2010-07-04,Santa Monica,1,0,0,0,3,16,19,5,1,146,33,1,225
2010-07-04,South Bay Cities,0,0,0,0,2,7,25,8,1,105,32,2,182
2010-07-04,South Gate-East Los Angeles,0,0,0,0,1,10,22,11,2,89,84,4,223
2010-07-11,Los Angeles,2,7,0,0,29,101,179,116,38,838,582,27,1919
2010-07-11,San Fernando Valley,3,1,0,0,18,58,158,84,20,656,310,11,1319
2010-07-11,Santa Monica,0,0,0,0,4,14,26,8,4,136,37,1,230
2010-07-11,South Bay Cities,0,0,0,0,0,11,34,8,3,80,40,1,177
2010-07-11,South Gate-East Los Angeles,0,1,0,0,1,4,24,13,2,83,60,3,191
2010-07-18,Los Angeles,4,4,1,0,35,93,203,126,35,965,646,15,2127
2010-07-18,San Fernando Valley,4,0,0,0,17,54,156,68,27,642,303,14,1285
2010-07-18,Santa Monica,0,5,0,0,4,8,21,10,3,151,38,0,240
2010-07-18,South Bay Cities,0,0,0,0,1,12,16,20,4,83,40,2,178
2010-07-18,South Gate-East Los Angeles,0,0,0,0,1,9,38,11,2,78,81,7,227
2010-07-25,Los Angeles,2,5,0,0,19,92,211,137,46,950,620,21,2103
2010-07-25,San Fernando Valley,8,3,0,0,22,73,134,76,13,727,321,16,1393
2010-07-25,Santa Monica,0,1,0,0,3,12,13,9,1,124,31,1,195
2010-07-25,South Bay Cities,0,0,0,0,2,3,18,19,0,92,51,1,186
2010-07-25,South Gate-East Los Angeles,0,0,0,0,3,6,22,3,5,71,89,3,202
2010-08-01,Los Angeles,0,3,0,0,34,77,213,113,40,955,610,18,2063
2010-08-01,San Fernando Valley,2,3,0,0,28,61,163,66,20,644,306,14,1307
2010-08-01,Santa Monica,0,1,0,0,4,13,20,4,2,101,30,0,175
2010-08-01,South Bay Cities,0,1,0,0,3,3,25,10,1,102,39,2,186
2010-08-01,South Gate-East Los Angeles,0,0,0,0,4,2,17,10,3,80,69,2,187
2010-08-08,Los Angeles,1,2,0,0,39,120,212,109,51,1014,564,42,2154
2010-08-08,San Fernando Valley,0,0,0,0,21,62,161,74,36,730,272,24,1380
2010-08-08,Santa Monica,0,0,0,0,2,20,29,4,4,131,42,1,233
2010-08-08,South Bay Cities,1,0,0,0,3,8,22,10,0,78,39,6,167
2010-08-08,South Gate-East Los Angeles,1,1,0,0,2,5,24,19,6,78,76,11,223
2010-08-15,Los Angeles,0,16,0,0,27,94,208,110,39,850,551,16,1911
2010-08-15,San Fernando Valley,0,5,0,0,19,52,157,86,28,691,257,8,1303
2010-08-15,Santa Monica,0,0,0,0,3,17,25,12,4,108,32,0,201
2010-08-15,South Bay Cities,1,1,0,0,1,7,13,11,1,83,41,0,159
2010-08-15,South Gate-East Los Angeles,0,2,0,0,3,14,20,13,3,69,69,4,197
2010-08-22,Los Angeles,2,5,0,0,29,98,218,132,39,899,606,22,2050
2010-08-22,San Fernando Valley,0,0,0,0,18,62,164,95,30,667,308,23,1367
2010-08-22,Santa Monica,0,1,0,0,1,14,21,12,4,127,27,2,209
2010-08-22,South Bay Cities,0,0,0,0,1,8,21,12,2,70,34,5,153
2010-08-22,South Gate-East Los Angeles,1,2,0,0,2,6,28,9,2,63,64,1,178
2010-08-29,Los Angeles,3,6,0,0,37,105,219,120,40,861,597,24,2012
2010-08-29,San Fernando Valley,1,3,0,0,15,60,134,86,31,658,277,8,1273
2010-08-29,Santa Monica,0,2,0,0,2,14,12,6,4,150,26,0,216
2010-08-29,South Bay Cities,0,1,0,0,2,3,23,7,2,87,41,3,169
2010-08-29,South Gate-East Los Angeles,0,0,0,0,2,8,27,14,1,70,78,3,203
2010-09-05,Los Angeles,2,8,0,0,17,104,202,90,42,921,574,43,2003
2010-09-05,San Fernando Valley,2,3,0,0,26,77,164,89,37,734,268,21,1421
2010-09-05,Santa Monica,0,1,0,0,2,21,13,2,2,132,36,1,210
2010-09-05,South Bay Cities,0,0,0,0,2,11,18,12,5,99,34,6,187
2010-09-05,South Gate-East Los Angeles,1,1,1,0,2,20,17,13,2,76,74,6,213
2010-09-12,Los Angeles,2,3,0,0,26,69,210,108,35,833,545,17,1848
2010-09-12,San Fernando Valley,0,2,0,0,19,40,162,78,22,658,276,10,1267
2010-09-12,Santa Monica,0,2,0,0,1,17,24,10,4,129,33,2,222
2010-09-12,South Bay Cities,1,0,0,0,3,7,25,16,0,75,39,1,167
2010-09-12,South Gate-East Los Angeles,0,1,0,0,0,10,22,13,5,84,84,2,221
2010-09-19,Los Angeles,2,2,0,0,22,88,195,112,38,851,560,25,1895
2010-09-19,San Fernando Valley,1,1,0,0,26,60,155,81,21,655,264,10,1274
2010-09-19,Santa Monica,1,3,0,0,4,16,24,4,1,139,26,4,222
2010-09-19,South Bay Cities,1,0,0,0,0,8,21,12,3,81,49,2,177
2010-09-19,South Gate-East Los Angeles,0,1,0,0,0,3,16,12,3,87,61,6,189
2010-09-26,Los Angeles,2,2,1,0,24,96,211,102,35,907,579,16,1975
2010-09-26,San Fernando Valley,2,1,0,0,22,70,144,82,31,639,294,6,1291
2010-09-26,Santa Monica,0,1,0,0,1,14,25,11,2,131,32,0,217
2010-09-26,South Bay Cities,1,0,0,0,0,11,25,9,1,81,44,6,178
2010-09-26,South Gate-East Los Angeles,0,1,0,0,1,15,13,13,3,64,81,3,194
2010-10-03,Los Angeles,5,5,0,2,32,134,212,136,61,950,631,33,2201
2010-10-03,San Fernando Valley,0,7,0,0,35,65,161,80,31,724,318,25,1446
2010-10-03,Santa Monica,0,1,0,0,2,21,24,9,4,126,26,1,214
2010-10-03,South Bay Cities,0,2,0,0,4,16,24,18,2,94,52,4,216
2010-10-03,South Gate-East Los Angeles,0,0,0,0,2,10,35,20,10,84,91,4,256
2010-10-10,Los Angeles,1,5,0,0,25,69,181,92,32,885,539,15,1844
2010-10-10,San Fernando Valley,1,1,0,0,20,48,139,82,20,698,254,16,1279
2010-10-10,Santa Monica,1,2,0,0,2,13,25,7,5,116,27,0,198
2010-10-10,South Bay Cities,0,0,0,0,4,10,14,11,3,88,32,2,164
2010-10-10,South Gate-East Los Angeles,0,3,0,0,2,13,24,8,3,86,91,5,235
2010-10-17,Los Angeles,3,8,0,0,30,79,188,141,38,963,630,21,2101
2010-10-17,San Fernando Valley,4,0,0,0,21,50,158,70,23,699,258,18,1301
2010-10-17,Santa Monica,0,0,0,0,0,16,29,8,1,122,36,0,212
2010-10-17,South Bay Cities,0,0,0,0,3,13,25,17,3,96,37,2,196
2010-10-17,South Gate-East Los Angeles,0,0,0,0,2,5,21,12,2,92,90,6,230
2010-10-24,Los Angeles,3,7,0,0,27,91,204,83,33,974,555,24,2001
2010-10-24,San Fernando Valley,2,1,0,0,24,52,136,77,30,653,290,15,1280
2010-10-24,Santa Monica,0,0,0,0,0,20,23,9,1,144,32,1,230
2010-10-24,South Bay Cities,0,0,0,0,0,8,21,13,1,89,35,1,168
2010-10-24,South Gate-East Los Angeles,0,0,0,0,1,6,22,10,5,82,75,2,203
2010-10-31,Los Angeles,4,4,0,0,32,83,190,89,38,994,571,18,2023
2010-10-31,San Fernando Valley,1,3,0,0,20,46,110,66,16,660,269,12,1203
2010-10-31,Santa Monica,0,1,0,0,1,20,25,11,5,141,28,1,233
2010-10-31,South Bay Cities,0,0,0,0,4,5,30,6,2,79,34,2,162
2010-10-31,South Gate-East Los Angeles,0,0,0,0,0,3,23,10,0,71,78,6,191
2010-11-07,Los Angeles,3,5,0,0,19,110,193,129,42,1001,591,32,2125
2010-11-07,San Fernando Valley,0,4,0,0,33,66,183,75,32,699,323,26,1441
2010-11-07,Santa Monica,0,0,0,0,1,21,30,9,5,125,29,3,223
2010-11-07,South Bay Cities,0,1,0,0,2,16,26,14,5,80,41,2,187
2010-11-07,South Gate-East Los Angeles,0,1,0,0,1,9,20,16,6,93,94,10,250
2010-11-14,Los Angeles,1,2,0,0,17,85,173,88,30,862,532,23,1813
2010-11-14,San Fernando Valley,3,1,0,0,18,42,133,53,18,632,220,14,1134
2010-11-14,Santa Monica,0,0,0,0,3,14,18,13,1,107,34,0,190
2010-11-14,South Bay Cities,0,0,0,0,1,2,20,9,0,93,38,0,163
2010-11-14,South Gate-East Los Angeles,0,0,0,0,2,7,14,9,2,79,79,3,195
2010-11-21,Los Angeles,3,5,0,0,30,86,202,122,35,962,576,27,2048
2010-11-21,San Fernando Valley,0,2,0,1,24,62,152,76,28,700,264,17,1326
2010-11-21,Santa Monica,0,3,0,0,1,8,24,12,2,116,33,2,201
2010-11-21,South Bay Cities,0,1,0,0,4,5,22,18,1,88,42,1,182
2010-11-21,South Gate-East Los Angeles,1,0,0,0,1,10,26,13,4,111,70,3,239
2010-11-28,Los Angeles,2,3,0,1,25,59,211,97,25,882,517,8,1830
2010-11-28,San Fernando Valley,1,0,0,0,15,57,101,73,14,611,205,17,1094
2010-11-28,Santa Monica,0,0,0,0,0,20,22,8,3,116,31,2,202
2010-11-28,South Bay Cities,0,1,0,0,2,4,27,12,1,100,30,1,178
2010-11-28,South Gate-East Los Angeles,0,0,0,0,4,10,12,13,2,74,64,3,182
2010-12-05,Los Angeles,1,6,0,0,27,110,189,89,48,971,538,27,2006
2010-12-05,San Fernando Valley,1,2,1,0,22,70,155,65,20,694,222,28,1280
2010-12-05,Santa Monica,0,0,0,0,2,12,30,6,6,135,31,0,222
2010-12-05,South Bay Cities,0,0,1,0,3,16,18,10,2,93,51,1,195
2010-12-05,South Gate-East Los Angeles,1,0,0,0,1,10,18,14,2,89,51,4,190
2010-12-12,Los Angeles,1,6,0,0,26,78,216,116,39,963,579,29,2053
2010-12-12,San Fernando Valley,0,0,0,0,24,53,138,67,20,716,276,11,1305
2010-12-12,Santa Monica,0,0,0,0,1,16,22,6,2,139,39,2,227
2010-12-12,South Bay Cities,0,0,0,0,2,5,16,10,1,129,29,3,195
2010-12-12,South Gate-East Los Angeles,0,0,0,0,0,8,27,13,5,83,77,7,220
2010-12-19,Los Angeles,0,6,0,0,31,77,203,84,34,1006,523,13,1977
2010-12-19,San Fernando Valley,4,5,0,0,24,52,148,78,18,696,279,12,1316
2010-12-19,Santa Monica,0,1,0,0,2,14,19,16,1,130,34,0,217
2010-12-19,South Bay Cities,0,1,0,0,2,5,29,15,2,120,47,0,221
2010-12-19,South Gate-East Los Angeles,0,1,0,0,1,5,13,13,2,98,76,2,211
2010-12-26,Los Angeles,1,7,0,0,31,68,192,91,21,898,493,19,1821
2010-12-26,San Fernando Valley,1,1,0,0,22,44,113,67,10,755,208,8,1229
2010-12-26,Santa Monica,0,0,0,0,2,15,25,6,2,123,20,0,193
2010-12-26,South Bay Cities,0,1,0,0,1,8,19,13,2,116,40,4,204
2010-12-26,South Gate-East Los Angeles,0,0,0,0,2,9,21,12,3,80,89,3,219
2011-01-02,Los Angeles,3,4,0,0,36,116,200,116,115,1355,565,102,2612
2011-01-02,San Fernando Valley,1,0,0,0,22,93,133,66,73,1155,242,83,1868
2011-01-02,Santa Monica,0,0,0,0,0,12,22,4,2,136,35,4,215
2011-01-02,South Bay Cities,0,0,0,0,6,12,26,8,15,150,37,20,274
2011-01-02,South Gate-East Los Angeles,0,2,0,0,4,9,23,8,23,136,61,22,288
2011-01-09,Los Angeles,5,4,0,0,28,70,183,89,34,897,457,8,1775
2011-01-09,San Fernando Valley,0,1,0,0,19,47,135,79,10,707,191,11,1200
2011-01-09,Santa Monica,0,0,0,0,1,14,25,11,2,114,25,2,194
2011-01-09,South Bay Cities,0,1,0,0,0,10,27,12,3,111,38,0,202
2011-01-09,South Gate-East Los Angeles,2,0,0,0,1,14,18,6,1,78,67,2,189
2011-01-16,Los Angeles,3,6,0,0,25,79,199,127,28,935,511,28,1941
2011-01-16,San Fernando Valley,0,1,0,0,20,75,140,78,11,684,215,14,1238
2011-01-16,Santa Monica,0,0,0,0,0,15,20,16,1,102,31,0,185
2011-01-16,South Bay Cities,0,0,0,0,1,13,21,18,3,95,41,3,195
2011-01-16,South Gate-East Los Angeles,0,0,0,0,1,8,24,16,5,67,74,2,197
2011-01-23,Los Angeles,4,3,0,0,24,85,206,93,35,904,525,13,1892
2011-01-23,San Fernando Valley,1,3,0,0,21,40,162,88,10,728,273,8,1334
2011-01-23,Santa Monica,0,1,0,0,0,19,20,5,4,107,31,0,187
2011-01-23,South Bay Cities,0,1,0,0,3,13,23,13,0,113,55,3,224
2011-01-23,South Gate-East Los Angeles,0,1,0,0,1,12,17,3,4,86,94,3,221
2011-01-30,Los Angeles,0,4,0,0,22,90,195,104,35,848,538,22,1858
2011-01-30,San Fernando Valley,2,2,0,0,18,67,151,58,17,634,261,16,1226
2011-01-30,Santa Monica,0,0,0,0,0,16,21,16,2,118,29,0,202
2011-01-30,South Bay Cities,1,0,0,0,2,10,14,12,0,95,46,2,182
2011-01-30,South Gate-East Los Angeles,0,0,0,0,3,11,16,12,2,89,79,3,215
2011-02-06,Los Angeles,4,4,0,0,38,102,195,106,50,897,521,35,1952
2011-02-06,San Fernando Valley,3,2,0,0,17,67,143,62,31,713,288,15,1341
2011-02-06,Santa Monica,0,0,0,0,3,20,19,6,0,107,36,1,192
2011-02-06,South Bay Cities,0,0,0,0,2,10,20,9,5,103,44,3,196
2011-02-06,South Gate-East Los Angeles,0,0,0,0,1,6,21,10,1,73,62,5,179
2011-02-13,Los Angeles,3,5,0,0,32,100,200,142,45,858,565,22,1972
2011-02-13,San Fernando Valley,2,5,1,0,26,50,132,71,25,639,253,16,1220
2011-02-13,Santa Monica,1,0,0,0,2,14,21,10,2,97,35,0,182
2011-02-13,South Bay Cities,0,0,0,0,1,7,17,11,2,91,24,1,154
2011-02-13,South Gate-East Los Angeles,1,0,0,0,2,8,21,12,4,59,68,3,178
2011-02-20,Los Angeles,2,6,0,0,28,92,189,107,40,897,535,16,1912
2011-02-20,San Fernando Valley,2,3,0,0,21,63,122,71,17,681,246,9,1235
2011-02-20,Santa Monica,0,0,0,0,3,22,22,5,1,91,27,1,172
2011-02-20,South Bay Cities,0,0,0,0,2,7,20,14,0,99,32,1,175
2011-02-20,South Gate-East Los Angeles,0,0,0,0,1,14,24,8,4,80,61,1,193
2011-02-27,Los Angeles,2,1,1,0,30,77,182,90,29,863,466,21,1762
2011-02-27,San Fernando Valley,1,3,0,0,11,51,127,63,14,651,210,7,1138
2011-02-27,Santa Monica,0,0,0,0,1,7,23,5,4,100,45,2,187
2011-02-27,South Bay Cities,0,0,0,0,0,5,25,9,2,103,33,1,178
2011-02-27,South Gate-East Los Angeles,0,1,0,0,1,5,17,13,7,55,73,3,175
2011-03-06,Los Angeles,2,6,0,0,27,103,176,114,46,931,507,48,1960
2011-03-06,San Fernando Valley,1,1,0,0,19,93,139,74,34,740,242,27,1370
2011-03-06,Santa Monica,0,2,0,0,1,17,17,9,3,114,28,1,192
2011-03-06,South Bay Cities,0,0,0,0,4,6,38,17,1,107,41,2,216
2011-03-06,South Gate-East Los Angeles,0,0,0,0,3,12,19,16,5,82,79,9,225
2011-03-13,Los Angeles,2,7,2,0,24,87,216,115,31,867,567,26,1944
2011-03-13,San Fernando Valley,3,1,0,0,24,59,141,71,23,677,282,13,1294
2011-03-13,Santa Monica,0,0,0,0,2,22,17,4,3,106,26,1,181
2011-03-13,South Bay Cities,0,1,0,0,2,7,17,14,3,85,43,0,172
2011-03-13,South Gate-East Los Angeles,0,0,0,0,3,8,20,11,3,59,92,6,202
2011-03-20,Los Angeles,0,3,0,0,20,69,208,120,30,879,564,15,1908
2011-03-20,San Fernando Valley,2,5,0,0,17,61,157,77,29,635,290,12,1285
2011-03-20,Santa Monica,0,1,0,0,0,21,25,7,6,115,36,1,212
2011-03-20,South Bay Cities,0,0,0,0,1,4,25,15,3,76,36,1,161
2011-03-20,South Gate-East Los Angeles,0,0,0,0,0,10,20,15,2,85,74,7,213
2011-03-27,Los Angeles,0,1,1,0,26,74,206,98,30,875,509,21,1841
2011-03-27,San Fernando Valley,0,1,0,0,12,59,165,85,15,670,256,5,1268
2011-03-27,Santa Monica,0,1,0,0,3,15,28,8,1,108,21,1,186
2011-03-27,South Bay Cities,0,0,0,0,3,6,14,12,3,130,32,5,205
2011-03-27,South Gate-East Los Angeles,0,2,0,0,2,12,21,18,2,93,70,4,224
2011-04-03,Los Angeles,3,4,0,0,34,114,178,145,31,911,631,39,2090
2011-04-03,San Fernando Valley,1,2,0,0,16,72,150,86,31,713,297,36,1404
2011-04-03,Santa Monica,1,0,0,0,2,25,22,14,3,124,57,1,249
